tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 234565, 'reputation': 951, 'user_id': 500807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9165ea241483dc1feebcc05809d2501?s=256&d=identicon&r=PG', 'display_name': 'shrikant', 'link': 'https://stackoverflow.com/users/500807/shrikant'}",True,945,1,2,1432716446,1432642134,,30458152,CC BY-SA 3.0,https://stackoverflow.com/questions/30458152/aws-data-pipeline-redshiftcopy-activity-cannot-find-suitable-drivers,AWS Data Pipeline RedshiftCopy activity cannot find suitable drivers,30477445.0,,
"['variables', 'amazon-web-services', 'input', 'hive', 'amazon-data-pipeline']","{'account_id': 6301352, 'reputation': 11, 'user_id': 4895889, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-a4sWQ9NtOdU/AAAAAAAAAAI/AAAAAAAACWM/gHCiQuEdWao/photo.jpg?sz=256', 'display_name': 'Colin Parker', 'link': 'https://stackoverflow.com/users/4895889/colin-parker'}",True,1471,1,1,1433517387,1431525393,1431712795.0,30217051,CC BY-SA 3.0,https://stackoverflow.com/questions/30217051/aws-data-pipeline-activity-with-multiple-inputs,AWS data pipeline activity with multiple inputs,30670101.0,,
"['amazon-web-services', 'amazon-ec2', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 1212542, 'reputation': 419, 'user_id': 1180825, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/6sI6P.jpg?s=256&g=1', 'display_name': 'A Dark Divided Gem', 'link': 'https://stackoverflow.com/users/1180825/a-dark-divided-gem'}",True,2172,4,1,1463056369,1431499019,1431549914.0,30207339,CC BY-SA 3.0,https://stackoverflow.com/questions/30207339/transfer-files-between-s3-to-ec2-using-aws-data-pipeline,Transfer files between S3 to EC2 using AWS Data Pipeline,,,
"['amazon-web-services', 'ssh', 'lambda', 'amazon-data-pipeline']","{'account_id': 3348268, 'reputation': 131, 'user_id': 2812935, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f174339a3f494c0142e63233b0b84cea?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'bjamin', 'link': 'https://stackoverflow.com/users/2812935/bjamin'}",True,597,2,0,1459497379,1430337669,1430414784.0,29953379,CC BY-SA 3.0,https://stackoverflow.com/questions/29953379/ssh-to-ec2-instance-and-execute,SSH to ec2 instance and execute,29977248.0,,
"['batch-processing', 'scheduler', 'etl', 'amazon-data-pipeline']","{'account_id': 3711368, 'reputation': 648, 'user_id': 3088631, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/f8636beec6d72cf92caefe336dd84475?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'jpavs', 'link': 'https://stackoverflow.com/users/3088631/jpavs'}",True,965,2,0,1429298448,1429050539,,29638483,CC BY-SA 3.0,https://stackoverflow.com/questions/29638483/call-a-pipeline-from-a-pipeline-in-amazon-data-pipeline,Call a pipeline from a pipeline in Amazon Data Pipeline,29647051.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 2212818, 'reputation': 569, 'user_id': 1954172, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/0cfff136062c79e30de9744fac255522?s=256&d=identicon&r=PG', 'display_name': 'v01d', 'link': 'https://stackoverflow.com/users/1954172/v01d'}",True,98,2,0,1428575161,1428481067,,29509388,CC BY-SA 3.0,https://stackoverflow.com/questions/29509388/more-that-one-object-matches-the-predicate-2-in-total-in-aws-data-pipeline,More that one object matches the predicate (2 in total) in AWS data pipeline,29535945.0,,
"['amazon-web-services', 'amazon-ec2', 'amazon-data-pipeline']","{'account_id': 1206193, 'reputation': 2770, 'user_id': 1175788, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/ed6991f13be59c3996322a3afd84708e?s=256&d=identicon&r=PG', 'display_name': 'simplycoding', 'link': 'https://stackoverflow.com/users/1175788/simplycoding'}",True,4099,2,2,1430359716,1427750988,,29356664,CC BY-SA 3.0,https://stackoverflow.com/questions/29356664/how-does-aws-data-pipeline-run-an-ec2-instance,How does AWS Data Pipeline run an EC2 instance?,,,
"['postgresql', 'amazon-web-services', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 1206193, 'reputation': 2770, 'user_id': 1175788, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://www.gravatar.com/avatar/ed6991f13be59c3996322a3afd84708e?s=256&d=identicon&r=PG', 'display_name': 'simplycoding', 'link': 'https://stackoverflow.com/users/1175788/simplycoding'}",True,226,3,1,1427917727,1427325708,,29268371,CC BY-SA 3.0,https://stackoverflow.com/questions/29268371/where-am-i-allowed-to-put-sql-code-to-drop-a-table-in-an-aws-data-pipeline,Where am I allowed to put SQL code to drop a table in an AWS Data Pipeline?,29399525.0,,
"['amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 544076, 'reputation': 21, 'user_id': 913398, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/14d07ee57be4370071bef4417b31cb7e?s=256&d=identicon&r=PG', 'display_name': 'vivek', 'link': 'https://stackoverflow.com/users/913398/vivek'}",True,223,2,0,1427324358,1426837500,,29161720,CC BY-SA 3.0,https://stackoverflow.com/questions/29161720/want-to-server-side-encrypt-s3-data-node-file-created-by-shellcommandactivity,Want to server-side encrypt S3 data node file created by ShellCommandActivity,29268091.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 319659, 'reputation': 1161, 'user_id': 637535, 'user_type': 'registered', 'accept_rate': 4, 'profile_image': 'https://www.gravatar.com/avatar/76818f95556f3184e82c6d19ad77119b?s=256&d=identicon&r=PG', 'display_name': 'ajjain', 'link': 'https://stackoverflow.com/users/637535/ajjain'}",True,3145,3,2,1477489059,1426770798,,29145560,CC BY-SA 3.0,https://stackoverflow.com/questions/29145560/is-it-possible-to-create-an-aws-data-pipeline-which-can-be-manually-trigger-with,Is it possible to create an aws data pipeline which can be manually trigger with parameters?,,,
"['export', 'amazon-dynamodb', 'amazon-emr', 'amazon-iam', 'amazon-data-pipeline']","{'account_id': 1050315, 'reputation': 5749, 'user_id': 1054435, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/DYDWj.png?s=256&g=1', 'display_name': 'I Z', 'link': 'https://stackoverflow.com/users/1054435/i-z'}",True,3939,4,10,1621784324,1425673266,1433051092.0,28906981,CC BY-SA 3.0,https://stackoverflow.com/questions/28906981/automatic-aws-dynamodb-to-s3-export-failing-with-role-datapipelinedefaultrole-i,Automatic AWS DynamoDB to S3 export failing with &quot;role/DataPipelineDefaultRole is invalid&quot;,,,
"['amazon-web-services', 'amazon-s3', 'hive', 'amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 5890365, 'reputation': 31, 'user_id': 4637346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35e4de7379d6b763220c582f680d40f2?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Elliot', 'link': 'https://stackoverflow.com/users/4637346/elliot'}",True,2249,1,1,1426166764,1425571406,,28882299,CC BY-SA 3.0,https://stackoverflow.com/questions/28882299/whats-wrong-with-this-hive-script-to-export-from-dynamodb-to-s3-in-an-aws-data,What&#39;s wrong with this HIVE script to export from DynamoDB to S3 in an AWS Data Pipeline?,,,
"['oracle', 'amazon-web-services', 'amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 54473, 'reputation': 3387, 'user_id': 162967, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8721a02562e61399a426f9fb8494a41?s=256&d=identicon&r=PG', 'display_name': 'Jeff Tucker', 'link': 'https://stackoverflow.com/users/162967/jeff-tucker'}",True,1854,2,1,1613505237,1425412213,,28840706,CC BY-SA 3.0,https://stackoverflow.com/questions/28840706/how-to-move-lots-of-data-from-aws-oracle-rds-instance-to-s3,How to move lots of data from AWS Oracle RDS instance to S3?,28844560.0,,
"['amazon-web-services', 'amazon-data-pipeline']","{'account_id': 5504724, 'reputation': 29, 'user_id': 4372885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e9cf61c3a1c376950c1e7880761b33f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'santhoshc', 'link': 'https://stackoverflow.com/users/4372885/santhoshc'}",False,103,1,0,1425143742,1425034122,,28763246,CC BY-SA 3.0,https://stackoverflow.com/questions/28763246/create-a-datapipeline-with-tags-usinf-boto-datapipeline,create a datapipeline with tags usinf boto.datapipeline,,,
"['amazon-redshift', 'amazon-data-pipeline']","{'account_id': 2699100, 'reputation': 67, 'user_id': 2330278, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/c3f3b489191a9dc1e58a2ad45ab78b4b?s=256&d=identicon&r=PG', 'display_name': 'user2330278', 'link': 'https://stackoverflow.com/users/2330278/user2330278'}",False,247,1,0,1424477439,1424473136,,28639691,CC BY-SA 3.0,https://stackoverflow.com/questions/28639691/sqlactivity-for-redshift-copy-in-amazon-datapipeline-does-not-pick-wild-card-cha,sqlactivity for redshift copy in amazon datapipeline does not pick wild card characters for filenames,,,
"['amazon-redshift', 'amazon-data-pipeline']","{'account_id': 2699100, 'reputation': 67, 'user_id': 2330278, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/c3f3b489191a9dc1e58a2ad45ab78b4b?s=256&d=identicon&r=PG', 'display_name': 'user2330278', 'link': 'https://stackoverflow.com/users/2330278/user2330278'}",False,1178,2,1,1509480046,1424305691,1424310324.0,28596628,CC BY-SA 3.0,https://stackoverflow.com/questions/28596628/redshift-copy-using-amazon-pipeline-fails-for-missing-primary-key,redshift copy using amazon pipeline fails for missing primary key,,,
"['php', 'amazon-web-services', 'amazon-data-pipeline']","{'account_id': 1740099, 'reputation': 1444, 'user_id': 1591753, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/G9POc.jpg?s=256&g=1', 'display_name': 'mistertandon', 'link': 'https://stackoverflow.com/users/1591753/mistertandon'}",False,233,0,1,1484974019,1424104708,1424105050.0,28546169,CC BY-SA 3.0,https://stackoverflow.com/questions/28546169/how-to-assign-a-master-key-to-the-pipeline-to-use-hls-content-protection-with-el,How to assign a master key to the pipeline to use HLS content protection with Elastic transcoder Amazon web service,,,
"['mysql', 'amazon-web-services', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 359387, 'reputation': 788, 'user_id': 700774, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8a08ca6860462c26bf648144bc609eda?s=256&d=identicon&r=PG', 'display_name': 'user700774', 'link': 'https://stackoverflow.com/users/700774/user700774'}",True,915,1,0,1424198892,1423741160,,28476517,CC BY-SA 3.0,https://stackoverflow.com/questions/28476517/aws-data-pipeline-pull-data-from-external-source,AWS data pipeline - pull data from external source?,28568868.0,,
"['elastic-map-reduce', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 1806201, 'reputation': 2782, 'user_id': 1643257, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/s5qJB.jpg?s=256&g=1', 'display_name': 'Zach Moshe', 'link': 'https://stackoverflow.com/users/1643257/zach-moshe'}",True,206,1,3,1427919497,1423127900,,28340161,CC BY-SA 3.0,https://stackoverflow.com/questions/28340161/how-to-set-instance-role-for-emr-clusters-launched-via-data-pipeline,How to set instance role for EMR clusters launched via data pipeline?,,,
"['amazon-web-services', 'cron', 'amazon-swf', 'amazon-data-pipeline']","{'account_id': 5238847, 'reputation': 1820, 'user_id': 4186589, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/e005c5b7567ebddb34bae68edd913403?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ZZzzZZzz', 'link': 'https://stackoverflow.com/users/4186589/zzzzzzzz'}",True,3662,3,1,1423680308,1423063670,,28325074,CC BY-SA 3.0,https://stackoverflow.com/questions/28325074/which-one-is-a-better-scheduler-in-aws-data-pipeline-and-aws-swf,Which one is a better scheduler in AWS Data Pipeline and AWS SWF,28340112.0,,
"['python', 'amazon-web-services', 'amazon-s3', 'automation', 'amazon-data-pipeline']","{'account_id': 5706440, 'reputation': 21, 'user_id': 4509778, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/EJ7bl.jpg?s=256&g=1', 'display_name': 'Joe Monty', 'link': 'https://stackoverflow.com/users/4509778/joe-monty'}",True,2079,1,2,1481599095,1422583057,,28228066,CC BY-SA 3.0,https://stackoverflow.com/questions/28228066/trying-to-build-an-automation-script-on-aws-data-pipeline,Trying to build an automation script on AWS Data Pipeline,,,
"['hadoop', 'amazon-s3', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 3270467, 'reputation': 678, 'user_id': 9801908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/debafe0458c7ed0b736b20e9a8113a11?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Irfan.gwb', 'link': 'https://stackoverflow.com/users/9801908/irfan-gwb'}",True,2073,1,5,1432639756,1422512894,1422521524.0,28208284,CC BY-SA 3.0,https://stackoverflow.com/questions/28208284/amazon-emr-job-with-multiple-input-parameters,Amazon EMR job with multiple input parameters,30457264.0,,
"['amazon-web-services', 'hiveql', 'amazon-emr', 'amazon-data-pipeline', 'amazon-kinesis']","{'account_id': 3137982, 'reputation': 11, 'user_id': 2654093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92fc182b7f832df0141646dc2752c411?s=256&d=identicon&r=PG', 'display_name': 'user2654093', 'link': 'https://stackoverflow.com/users/2654093/user2654093'}",False,187,0,1,1422479156,1422475304,1422479156.0,28201313,CC BY-SA 3.0,https://stackoverflow.com/questions/28201313/variable-to-provide-iteration-number-for-hive-query-reading-from-kinesis-stream,Variable to provide iteration number for Hive Query reading from Kinesis stream in an AWS Datapipeline,,,
"['amazon-s3', 'amazon-data-pipeline']","{'account_id': 1778270, 'reputation': 1523, 'user_id': 1621584, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/8b6a478246788ac00b9d365390af5ec5?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/1621584/jeff'}",True,1011,2,1,1422781832,1421797566,,28057279,CC BY-SA 3.0,https://stackoverflow.com/questions/28057279/moving-files-5-gig-to-aws-s3-using-a-data-pipeline,Moving files &gt;5 gig to AWS S3 using a Data Pipeline,28261166.0,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 1008889, 'reputation': 808, 'user_id': 1021911, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/7c0adac7c01bb443ea4db2bd8f02c574?s=256&d=identicon&r=PG', 'display_name': 'marnun', 'link': 'https://stackoverflow.com/users/1021911/marnun'}",True,6727,3,9,1536827770,1418636978,1536827770.0,27481264,CC BY-SA 4.0,https://stackoverflow.com/questions/27481264/amazon-data-pipeline-how-to-use-a-script-argument-in-a-sqlactivity,Amazon Data Pipeline: How to use a script argument in a SqlActivity?,27496051.0,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-data-pipeline', 'attunity']","{'account_id': 2063803, 'reputation': 21, 'user_id': 1839788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67f47f00f337f700cc68aa5a7200ecd5?s=256&d=identicon&r=PG', 'display_name': 'user1839788', 'link': 'https://stackoverflow.com/users/1839788/user1839788'}",False,2720,2,0,1484749069,1418566311,1418698617.0,27470163,CC BY-SA 3.0,https://stackoverflow.com/questions/27470163/incremental-load-in-redshift,Incremental Load in Redshift,,,
['amazon-data-pipeline'],"{'account_id': 1806201, 'reputation': 2782, 'user_id': 1643257, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/s5qJB.jpg?s=256&g=1', 'display_name': 'Zach Moshe', 'link': 'https://stackoverflow.com/users/1643257/zach-moshe'}",False,68,0,1,1417787816,1417787816,,27317504,CC BY-SA 3.0,https://stackoverflow.com/questions/27317504/an-activity-that-will-run-after-but-regardless-of-another-ones-success,An activity that will run after but regardless of another one&#39;s success?,,,
"['amazon-web-services', 'amazon-s3', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 402903, 'reputation': 788, 'user_id': 770348, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/667080111c3cc0f86f2146e9e4f10c16?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/770348/peter'}",True,1488,1,9,1459758564,1417701881,,27296043,CC BY-SA 3.0,https://stackoverflow.com/questions/27296043/aws-datapipeline-redshiftcopyactivity-how-to-specify-columns,AWS Datapipeline RedShiftCopyActivity - how to specify &quot;columns&quot;,,,
"['ruby-on-rails-4', 'amazon-web-services', 'web-scraping', 'heroku-toolbelt', 'amazon-data-pipeline']","{'account_id': 5143159, 'reputation': 33, 'user_id': 4119846, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6155bfa45cdbdfb8d060ef354394c69?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'MO. ', 'link': 'https://stackoverflow.com/users/4119846/mo'}",True,789,1,2,1417466922,1417458604,,27234839,CC BY-SA 3.0,https://stackoverflow.com/questions/27234839/is-there-any-aws-tool-does-the-same-job-as-heroku-scheduler,Is there any AWS tool does the same job as Heroku Scheduler?,27237028.0,,
"['aws-cloudformation', 'amazon-data-pipeline']","{'account_id': 1806201, 'reputation': 2782, 'user_id': 1643257, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/s5qJB.jpg?s=256&g=1', 'display_name': 'Zach Moshe', 'link': 'https://stackoverflow.com/users/1643257/zach-moshe'}",True,2389,1,4,1603978518,1416825192,,27102696,CC BY-SA 3.0,https://stackoverflow.com/questions/27102696/can-i-have-a-data-pipeline-as-a-part-of-my-cloud-formation-template,Can I have a data-pipeline as a part of my cloud-formation template?,27117484.0,,
"['amazon-dynamodb', 'amazon-data-pipeline']","{'account_id': 1806201, 'reputation': 2782, 'user_id': 1643257, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/s5qJB.jpg?s=256&g=1', 'display_name': 'Zach Moshe', 'link': 'https://stackoverflow.com/users/1643257/zach-moshe'}",True,236,1,0,1417681497,1416411559,,27020862,CC BY-SA 3.0,https://stackoverflow.com/questions/27020862/running-aws-commands-from-commandline-on-a-shellcommandactivity,Running AWS commands from commandline on a ShellCommandActivity,27289291.0,,
"['amazon-ec2', 'aws-cloudformation', 'amazon-data-pipeline']","{'account_id': 1806201, 'reputation': 2782, 'user_id': 1643257, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/s5qJB.jpg?s=256&g=1', 'display_name': 'Zach Moshe', 'link': 'https://stackoverflow.com/users/1643257/zach-moshe'}",True,132,1,0,1424358334,1415699379,,26861929,CC BY-SA 3.0,https://stackoverflow.com/questions/26861929/tagging-ec2-machines-in-pipelines-emr-cluster-importcluster-in-the-s3-dynamod,Tagging EC2 machines in Pipeline&#39;s EMR Cluster (ImportCluster in the S3-&gt;DynamoDB example),,,
"['postgresql', 'amazon-web-services', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 1121891, 'reputation': 7097, 'user_id': 1110063, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/HwkA7.jpg?s=256&g=1', 'display_name': 'jenswirf', 'link': 'https://stackoverflow.com/users/1110063/jenswirf'}",True,15011,3,8,1449422934,1415283694,,26781758,CC BY-SA 3.0,https://stackoverflow.com/questions/26781758/how-to-pipe-data-from-aws-postgres-rds-to-s3-then-redshift,How to pipe data from AWS Postgres RDS to S3 (then Redshift)?,27193680.0,,
"['amazon-web-services', 'amazon-iam', 'amazon-data-pipeline']","{'account_id': 29870, 'reputation': 1210, 'user_id': 81012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24a28569974b0311cbee8f2f5e8df69f?s=256&d=identicon&r=PG', 'display_name': 'bgs', 'link': 'https://stackoverflow.com/users/81012/bgs'}",True,1007,1,2,1415133839,1415120525,1415133350.0,26740840,CC BY-SA 3.0,https://stackoverflow.com/questions/26740840/deploying-aws-data-pipeline-with-standard-role,Deploying AWS data pipeline with standard role,26744670.0,,
"['amazon-web-services', 'emr', 'amazon-data-pipeline']","{'account_id': 5216319, 'reputation': 23, 'user_id': 4171152, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80b3e7f5aa5c2bfee20ef7274dba6b68?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Juan Gonzalez', 'link': 'https://stackoverflow.com/users/4171152/juan-gonzalez'}",True,3700,3,2,1431316138,1414002038,1415207110.0,26514404,CC BY-SA 3.0,https://stackoverflow.com/questions/26514404/delete-s3-files-from-a-pipeline-aws,delete s3 files from a pipeline AWS,27626649.0,,
"['amazon-s3', 'amazon-rds', 'amazon-data-pipeline']","{'account_id': 553277, 'reputation': 87, 'user_id': 918693, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/da27dbe67073fd32c9e65f149ca7d6d3?s=256&d=identicon&r=PG', 'display_name': 'Man-with-a-e', 'link': 'https://stackoverflow.com/users/918693/man-with-a-e'}",True,1772,2,1,1528138034,1412038511,,26111111,CC BY-SA 3.0,https://stackoverflow.com/questions/26111111/data-pipeline-error-on-a-template-from-rds-to-s3-copy,Data Pipeline error on a template from RDS to S3 copy,,,
['amazon-data-pipeline'],"{'account_id': 4380048, 'reputation': 335, 'user_id': 3571917, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c5bc03621cbb5b72b351e3fe6750177c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Madhu Mohan Kommu', 'link': 'https://stackoverflow.com/users/3571917/madhu-mohan-kommu'}",True,249,1,1,1410729449,1410368894,,25771202,CC BY-SA 3.0,https://stackoverflow.com/questions/25771202/hive-distributed-query-to-join-data-from-on-primise-hadoop-cluster-and-amazon-s3,hive distributed query to join data from on-primise hadoop cluster and amazon s3 hadoop cluster,25838113.0,,
"['amazon-web-services', 'amazon-emr', 'amazon-data-pipeline']","{'account_id': 226674, 'reputation': 18695, 'user_id': 487855, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9e8dd06976ead4082d2181f3807117e1?s=256&d=identicon&r=PG', 'display_name': 'Ali', 'link': 'https://stackoverflow.com/users/487855/ali'}",True,448,2,0,1410008766,1409949023,,25693559,CC BY-SA 3.0,https://stackoverflow.com/questions/25693559/all-my-aws-datapipelines-have-stopped-working-with-validation-error,All my AWS datapipelines have stopped working with Validation error,25696398.0,,
"['amazon-swf', 'amazon-data-pipeline']","{'account_id': 303048, 'reputation': 46513, 'user_id': 611750, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/44d3cc170fda97815cdd96ebaa6ffc16?s=256&d=identicon&r=PG', 'display_name': 'MonkeyBonkey', 'link': 'https://stackoverflow.com/users/611750/monkeybonkey'}",True,522,1,1,1424292145,1409862259,,25674387,CC BY-SA 3.0,https://stackoverflow.com/questions/25674387/amazon-swf-vs-data-pipeline-for-pig-scripts,Amazon SWF vs Data Pipeline for Pig Scripts,28593510.0,,
"['amazon-s3', 'amazon-redshift', 'amazon-data-pipeline']","{'account_id': 4890113, 'reputation': 11, 'user_id': 3941491, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fae2a3103b72fba1b9a6e1efcd7c125b?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'dba', 'link': 'https://stackoverflow.com/users/3941491/dba'}",True,2658,3,1,1562495905,1408023495,1562495905.0,25309455,CC BY-SA 4.0,https://stackoverflow.com/questions/25309455/aws-other-function-than-copy-by-transferring-data-from-s3-to-redshift-with-amaz,AWS: Other function than COPY by transferring data from S3 to Redshift with amazon-data-pipeline,,,
"['variables', 'datetime', 'amazon-web-services', 'amazon-data-pipeline']","{'account_id': 310570, 'reputation': 53, 'user_id': 623633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/05609e0f238831887ea1c28e43bd3699?s=256&d=identicon&r=PG', 'display_name': 'davedi', 'link': 'https://stackoverflow.com/users/623633/davedi'}",True,4728,2,5,1494971054,1407949204,,25292041,CC BY-SA 3.0,https://stackoverflow.com/questions/25292041/aws-data-pipeline-datetime-variable,aws data pipeline datetime variable,25312387.0,,
"['hadoop', 'amazon-web-services', 'amazon-s3', 'amazon-data-pipeline']","{'account_id': 3032286, 'reputation': 411, 'user_id': 2571054, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b674100c5a75c6fc2a00213c55bd8181?s=256&d=identicon&r=PG', 'display_name': 'Taposh DuttaRoy', 'link': 'https://stackoverflow.com/users/2571054/taposh-duttaroy'}",False,1425,1,2,1481599861,1406912634,1407003974.0,25085264,CC BY-SA 3.0,https://stackoverflow.com/questions/25085264/aws-datapipeline-waiting-for-dependencies,aws datapipeline: waiting for dependencies,,,
"['python', 'amazon-web-services', 'amazon-data-pipeline']","{'account_id': 1610728, 'reputation': 9321, 'user_id': 1489726, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5b97b61aab371998bbb05c19f0a23a6e?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Paymahn Moghadasian', 'link': 'https://stackoverflow.com/users/1489726/paymahn-moghadasian'}",True,3035,2,2,1428327887,1406054316,1406055192.0,24895196,CC BY-SA 3.0,https://stackoverflow.com/questions/24895196/shellcommandactivity-and-python-script,ShellCommandActivity and python script,24916975.0,,
['amazon-data-pipeline'],"{'account_id': 2618828, 'reputation': 51, 'user_id': 2267343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fcf432779589a9680bdd57b39433d98?s=256&d=identicon&r=PG', 'display_name': 'rsathish93', 'link': 'https://stackoverflow.com/users/2267343/rsathish93'}",False,1714,1,1,1405681558,1405582609,,24797531,CC BY-SA 3.0,https://stackoverflow.com/questions/24797531/copy-on-prem-data-to-s3-using-aws-data-pipeline,Copy on-prem data to S3 using AWS Data Pipeline,,,
"['apache-pig', 'amazon-data-pipeline', 'amazon-kinesis']","{'account_id': 303048, 'reputation': 46513, 'user_id': 611750, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/44d3cc170fda97815cdd96ebaa6ffc16?s=256&d=identicon&r=PG', 'display_name': 'MonkeyBonkey', 'link': 'https://stackoverflow.com/users/611750/monkeybonkey'}",False,164,0,1,1405367741,1405367741,,24744804,CC BY-SA 3.0,https://stackoverflow.com/questions/24744804/amazon-kinesis-from-pig-script,amazon kinesis from pig script,,,
