tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
"['sql', 'sql-server', 'wildcard', 'azure-synapse']","{'account_id': 11340308, 'reputation': 1952, 'user_id': 8314628, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5dfca793a454b8d718bb5eadef24d0d9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user8314628', 'link': 'https://stackoverflow.com/users/8314628/user8314628'}",True,61,1,1,1658942339,1658940909,73141855,CC BY-SA 4.0,https://stackoverflow.com/questions/73141855/wildcard-characters-how-to-match-several-words,Wildcard characters how to match several words?,1658942023.0,73142151.0,,
"['azure-blob-storage', 'azure-data-lake', 'azure-synapse', 'http-status-code-401', 'external-tables']","{'account_id': 15170748, 'reputation': 1, 'user_id': 10946879, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2266195806927360/picture?type=large', 'display_name': 'Raul', 'link': 'https://stackoverflow.com/users/10946879/raul'}",False,276,1,0,1658999403,1658927203,73138513,CC BY-SA 4.0,https://stackoverflow.com/questions/73138513/blob-container-doesnt-allow-the-creation-reading-of-an-external-table-is-the,Blob container doesn&#39;t allow the creation / reading of an external table. Is there any way to trace the exact problem?,1658999403.0,,,
"['apache-spark-sql', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 18241665, 'reputation': 562, 'user_id': 13278594, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UZ4E3.png?s=256&g=1', 'display_name': 'Paul Wilson', 'link': 'https://stackoverflow.com/users/13278594/paul-wilson'}",True,1052,2,0,1678291320,1658922769,73137428,CC BY-SA 4.0,https://stackoverflow.com/questions/73137428/include-partition-steps-as-columns-when-reading-synapse-spark-dataframe,Include partition steps as columns when reading Synapse spark dataframe,1663173530.0,73167910.0,,
"['sql', 'azure', 'ssms', 'azure-synapse']","{'account_id': 25906327, 'reputation': 11, 'user_id': 19631369, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmlTJARKWo4Udfrb1d8IwX9hzxb_jj_94hTtec1g=k-s256', 'display_name': 'James Lawson', 'link': 'https://stackoverflow.com/users/19631369/james-lawson'}",False,149,0,1,1663174250,1658919576,73136724,CC BY-SA 4.0,https://stackoverflow.com/questions/73136724/error-when-running-queries-against-synapse-database,Error when running queries against Synapse database,1663174250.0,,,
"['azure-devops', 'azure-synapse']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,124,1,-1,1658910585,1658909654,73134402,CC BY-SA 4.0,https://stackoverflow.com/questions/73134402/unable-to-disconnect-github-from-azure-repository,Unable to Disconnect GitHub from Azure Repository,,73134617.0,,
['azure-synapse'],"{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,1386,1,1,1659602907,1658907527,73133942,CC BY-SA 4.0,https://stackoverflow.com/questions/73133942/azure-synapse-serverless-pool-operation-drop-function-is-not-allowed-for-a-repli,Azure Synapse Serverless Pool Operation DROP FUNCTION is not allowed for a replicated database,1659016002.0,73232923.0,,
"['azure-sql-database', 'azure-synapse']","{'account_id': 21113007, 'reputation': 1957, 'user_id': 15520615, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e6b09956495afafc84227ea7b0cec6c?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Patterson', 'link': 'https://stackoverflow.com/users/15520615/patterson'}",True,1000,1,0,1658916404,1658906244,73133719,CC BY-SA 4.0,https://stackoverflow.com/questions/73133719/azure-synapse-lake-database-not-appearing-in-built-serverless-pool-list,Azure Synapse Lake Database Not Appearing in Built Serverless Pool List,,73136013.0,,
"['azure-databricks', 'azure-synapse']","{'account_id': 25895620, 'reputation': 11, 'user_id': 19622213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82862ecb198f42722e2c092363694fdb?s=256&d=identicon&r=PG', 'display_name': 'Vinay', 'link': 'https://stackoverflow.com/users/19622213/vinay'}",False,117,1,1,1663173570,1658811246,73117895,CC BY-SA 4.0,https://stackoverflow.com/questions/73117895/azure-synapse-with-databricks-framework-for-modern-data-warehouse,Azure synapse With Databricks Framework for modern data warehouse,1663173570.0,,,
['azure-synapse'],"{'account_id': 3746084, 'reputation': 531, 'user_id': 3114722, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1448934187b59140660539559511ae61?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Gourav Dutta', 'link': 'https://stackoverflow.com/users/3114722/gourav-dutta'}",False,493,1,2,1662973490,1658755287,73109940,CC BY-SA 4.0,https://stackoverflow.com/questions/73109940/can-we-use-sql-scripts-develop-hub-during-pipeline-creation-integrate-hub-in,Can we use SQL scripts (Develop hub) during pipeline creation (Integrate hub) in azure synapse?,,,,
"['sql-server', 'azure-synapse']","{'account_id': 9841956, 'reputation': 1177, 'user_id': 7290715, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/abfaf0119d8b418c0177944ed8ddabbc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pythondumb', 'link': 'https://stackoverflow.com/users/7290715/pythondumb'}",True,246,1,0,1658633373,1658575094,73090274,CC BY-SA 4.0,https://stackoverflow.com/questions/73090274/inserting-records-from-a-table-to-another-using-dynamic-sql-with-conditions-to-c,Inserting records from a table to another using dynamic SQL with conditions to convert data type,,73095584.0,,
"['sql', 'azure', 'powerbi', 'azure-synapse', 'row-level-security']","{'account_id': 1522084, 'reputation': 36, 'user_id': 1421466, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/47542886fcb2499dab93247cf63333e3?s=256&d=identicon&r=PG', 'display_name': 'user774952', 'link': 'https://stackoverflow.com/users/1421466/user774952'}",False,331,2,0,1663173582,1658505112,73083001,CC BY-SA 4.0,https://stackoverflow.com/questions/73083001/can-powerbi-inherit-rls-from-azure-synapse-sql,Can PowerBI inherit RLS from Azure Synapse SQL?,1663173582.0,,,
"['sql-server', 'azure-synapse']","{'account_id': 9841956, 'reputation': 1177, 'user_id': 7290715, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/abfaf0119d8b418c0177944ed8ddabbc?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'pythondumb', 'link': 'https://stackoverflow.com/users/7290715/pythondumb'}",True,89,1,0,1658506996,1658503931,73082781,CC BY-SA 4.0,https://stackoverflow.com/questions/73082781/synapse-sql-is-not-working-as-expected-while-creating-dynamic-sql,Synapse SQL is not working as expected while creating Dynamic SQL,1658506996.0,73082872.0,,
"['azure-synapse', 'spark-notebook']","{'account_id': 12976022, 'reputation': 3, 'user_id': 9380038, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b755403cb64378e8f945387f905137c3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Robert G', 'link': 'https://stackoverflow.com/users/9380038/robert-g'}",True,803,1,0,1659411737,1658487717,73079287,CC BY-SA 4.0,https://stackoverflow.com/questions/73079287/synapse-notebook-reference-call-synapse-pipeline-from-notebook,Synapse Notebook reference - Call Synapse pipeline from Notebook,,73201747.0,,
"['sql-server', 'azure-data-factory', 'azure-synapse']","{'account_id': 22390669, 'reputation': 11, 'user_id': 16602810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb193ea2659498f48bfef6bea8c4e77a?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'arun', 'link': 'https://stackoverflow.com/users/16602810/arun'}",False,1213,2,0,1663173601,1658487568,73079252,CC BY-SA 4.0,https://stackoverflow.com/questions/73079252/my-pipeline-should-check-whether-the-table-exists-and-if-exists-it-should-drop-t,My pipeline should check whether the table exists.And If exists it should drop the table and update with new table?,1663173601.0,,,
"['azure', 'azure-blob-storage', 'azure-data-factory', 'azure-synapse']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",False,407,1,0,1658495412,1658483324,73078362,CC BY-SA 4.0,https://stackoverflow.com/questions/73078362/i-want-to-copy-files-at-the-bottom-of-the-folder-hierarchy-and-put-them-in-one-f,I want to copy files at the bottom of the folder hierarchy and put them in one folder,,,,
['azure-synapse'],"{'account_id': 25854107, 'reputation': 9, 'user_id': 19587675, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnUhqKY9ZM91qg4sG_KWhJoAMOaSuYRSM1_eC1O=k-s256', 'display_name': 'Cristena Melendez', 'link': 'https://stackoverflow.com/users/19587675/cristena-melendez'}",True,485,1,0,1658415799,1658325458,73053022,CC BY-SA 4.0,https://stackoverflow.com/questions/73053022/getting-errorlogin-failed-for-user-token-identification-principle-data-facto,Getting error:login failed for user &lt;token- identification principle&gt; data factory linked service to synapse analytics,,73054057.0,,
"['sql-server', 'azure', 'azure-synapse']","{'account_id': 3898097, 'reputation': 291, 'user_id': 3226560, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/f0nYb.jpg?s=256&g=1', 'display_name': 'TomG', 'link': 'https://stackoverflow.com/users/3226560/tomg'}",False,139,0,0,1661331263,1658307912,73048771,CC BY-SA 4.0,https://stackoverflow.com/questions/73048771/insert-7500-million-records-from-a-microsoft-azure-dwh-table-to-another-table,Insert 7500 million records from a microsoft azure DWH table to another table,1661331263.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-synapse-link']","{'account_id': 25848687, 'reputation': 1, 'user_id': 19583043, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmndz0BmcrHTf08oPZmX6lapYe1voQ-fl56uK6Sp=k-s256', 'display_name': 'azure rr2', 'link': 'https://stackoverflow.com/users/19583043/azure-rr2'}",False,353,1,0,1658404475,1658272296,73044368,CC BY-SA 4.0,https://stackoverflow.com/questions/73044368/got-error-ingest-json-array-data-into-azure-via-azure-synapse-or-azure-data-fac,Got Error Ingest JSON array data into Azure (via Azure Synapse or Azure Data Factory),1658403972.0,,,
"['azure-data-factory', 'azure-data-lake', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 24809268, 'reputation': 35, 'user_id': 18691717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/28a7c9984082abc1aed5dd59cda532fa?s=256&d=identicon&r=PG', 'display_name': 'BenTuran', 'link': 'https://stackoverflow.com/users/18691717/benturan'}",True,449,1,1,1658292706,1658241927,73039042,CC BY-SA 4.0,https://stackoverflow.com/questions/73039042/what-is-the-maximum-number-of-csv-files-i-can-merge-into-one-file-on-azure-data,What is the maximum number of CSV files I can merge into one file on Azure Data Lake Storage Gen2 using ADF?,,73046148.0,,
"['azure-devops', 'azure-synapse', 'merge-conflict-resolution']","{'account_id': 17366062, 'reputation': 567, 'user_id': 12581188, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GlE3U.jpg?s=256&g=1', 'display_name': 'Jem', 'link': 'https://stackoverflow.com/users/12581188/jem'}",True,111,1,1,1658228404,1658225001,73034933,CC BY-SA 4.0,https://stackoverflow.com/questions/73034933/how-to-make-azure-devops-not-put-the-query-of-a-pull-request-on-one-single-line,How to make Azure DevOps not put the query of a pull request on one single line when using Synapse?,1658225350.0,,,
"['azure-data-factory', 'azure-synapse']","{'account_id': 8384859, 'reputation': 297, 'user_id': 7639681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2305bbdcb2c17764f0f90546ad01c190?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'exploding_data', 'link': 'https://stackoverflow.com/users/7639681/exploding-data'}",True,210,1,0,1658222957,1658217867,73033264,CC BY-SA 4.0,https://stackoverflow.com/questions/73033264/unable-scale-synapse-pool-using-adf-managed-identity,Unable scale synapse pool using ADF managed identity,,73034483.0,,
"['sql-server', 'azure', 'powershell', 'azure-synapse']","{'account_id': 14363071, 'reputation': 19, 'user_id': 10374905, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6fb7611c1e95cd55401a09b8ae88500d?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Maabat', 'link': 'https://stackoverflow.com/users/10374905/maabat'}",True,693,1,0,1658211550,1658200741,73030737,CC BY-SA 4.0,https://stackoverflow.com/questions/73030737/use-invoke-sqlcmd-to-run-sql-script-to-create-table-in-synapse-workspace-sql-poo,Use Invoke-Sqlcmd to run SQL script to create table in Synapse Workspace SQL Pool,,73032003.0,,
"['apache-spark', 'apache-spark-sql', 'azure-synapse']","{'account_id': 5627603, 'reputation': 1121, 'user_id': 4455524, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc9c0fb291a5446725d8d334f69f4531?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'David Beavon', 'link': 'https://stackoverflow.com/users/4455524/david-beavon'}",False,100,0,0,1658184208,1658184208,73029337,CC BY-SA 4.0,https://stackoverflow.com/questions/73029337/using-maven-coordinates-to-load-assemblies-into-synapse-spark-workspace,Using maven coordinates to load assemblies into synapse spark workspace,,,,
"['databricks', 'azure-synapse']","{'account_id': 1410738, 'reputation': 1475, 'user_id': 1337387, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wrmhl.jpg?s=256&g=1', 'display_name': 'akshat thakar', 'link': 'https://stackoverflow.com/users/1337387/akshat-thakar'}",True,531,1,0,1658222751,1658159127,73025078,CC BY-SA 4.0,https://stackoverflow.com/questions/73025078/databricks-writing-to-synapse-changes-datatype-for-created-synapse-table-columns,Databricks writing to Synapse changes datatype for created Synapse table columns,1658159659.0,73034441.0,,
"['azure', 'azure-synapse', 'spark-notebook']","{'account_id': 25180904, 'reputation': 39, 'user_id': 19022413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/783987974e4e8a36f3803f482344ecd7?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'darkstar', 'link': 'https://stackoverflow.com/users/19022413/darkstar'}",True,801,2,0,1674333558,1658058256,73011475,CC BY-SA 4.0,https://stackoverflow.com/questions/73011475/file-path-error-in-pipeline-for-spark-notebook-in-azure-synapse,File path error in pipeline for spark notebook in azure synapse,1663173609.0,73026227.0,,
"['apache-spark', 'apache-spark-sql', 'azure-synapse']","{'account_id': 5627603, 'reputation': 1121, 'user_id': 4455524, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc9c0fb291a5446725d8d334f69f4531?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'David Beavon', 'link': 'https://stackoverflow.com/users/4455524/david-beavon'}",True,655,1,1,1658185436,1657929108,73000562,CC BY-SA 4.0,https://stackoverflow.com/questions/73000562/checkpoint-directory-for-spark-applications-in-synapse,Checkpoint directory for spark applications in synapse,,,,
"['sql', 'azure', 'csv', 'serverless', 'azure-synapse']","{'account_id': 15617442, 'reputation': 101, 'user_id': 11267281, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-qr6OsiTELA4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reXZ3zwdLVdyMdxNWWtK_mTZjCiYg/mo/photo.jpg?sz=256', 'display_name': 'Mauro Minella', 'link': 'https://stackoverflow.com/users/11267281/mauro-minella'}",False,1043,1,0,1667693701,1657926000,73000314,CC BY-SA 4.0,https://stackoverflow.com/questions/73000314/azure-synapse-sql-serverless-how-to-create-external-table-from-csv-with-fields,"Azure Synapse SQL Serverless, how to create external table from CSV with fields longer than 8Kb?",,,,
"['sql', 'sql-server', 'azure-synapse']","{'account_id': 11340308, 'reputation': 1952, 'user_id': 8314628, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5dfca793a454b8d718bb5eadef24d0d9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user8314628', 'link': 'https://stackoverflow.com/users/8314628/user8314628'}",True,1497,1,0,1690734004,1657906562,72997805,CC BY-SA 4.0,https://stackoverflow.com/questions/72997805/how-to-check-if-a-string-contains-letters-only,How to check if a string contains letters only?,1690734004.0,72997853.0,,
"['sql', 'azure', 'azure-synapse', 'dedicated']","{'account_id': 25815237, 'reputation': 11, 'user_id': 19555311, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/087331a343090ddce97cb4c38d67075b?s=256&d=identicon&r=PG', 'display_name': 'Ash174', 'link': 'https://stackoverflow.com/users/19555311/ash174'}",False,499,1,1,1689261405,1657877218,72991848,CC BY-SA 4.0,https://stackoverflow.com/questions/72991848/synapse-dedicated-pool-query-runs-slow,Synapse Dedicated Pool Query Runs Slow,1663173635.0,,,
"['azure', 'azure-synapse', 'azure-synapse-link']","{'account_id': 4863638, 'reputation': 113, 'user_id': 3922588, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9026fa0b597c6f81c4f4cf78b19306d8?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'rodneyc8063', 'link': 'https://stackoverflow.com/users/3922588/rodneyc8063'}",True,429,1,0,1657844113,1657830757,72986353,CC BY-SA 4.0,https://stackoverflow.com/questions/72986353/azure-synapse-where-to-find-the-managed-identity-object-id,Azure Synapse - Where to find the Managed identity object ID,,72987652.0,,
"['azure', 'azure-synapse', 'azure-managed-identity', 'azure-python-sdk']","{'account_id': 4185192, 'reputation': 615, 'user_id': 3429115, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0y5dS.png?s=256&g=1', 'display_name': 'Rafs', 'link': 'https://stackoverflow.com/users/3429115/rafs'}",True,807,1,0,1667825636,1657811788,72982885,CC BY-SA 4.0,https://stackoverflow.com/questions/72982885/reading-secrets-in-azure-synapse-from-azure-key-vault-using-python-sdk-and-user,Reading secrets in Azure Synapse from Azure Key Vault using Python SDK and user- or system-assigned managed identity,,74276886.0,,
"['sql', 'azure-devops', 'azure-pipelines', 'azure-sql-database', 'azure-synapse']","{'account_id': 25809098, 'reputation': 1, 'user_id': 19550178, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmHl4Vgc7WTfguL78su7hW18k5nMLU4edj8Gy8l=k-s256', 'display_name': 'john', 'link': 'https://stackoverflow.com/users/19550178/john'}",True,393,2,0,1662999999,1657810609,72982602,CC BY-SA 4.0,https://stackoverflow.com/questions/72982602/build-error-sql46005-expected-filestream-on-but-encountered-object-instead-when,Build error SQL46005: Expected FILESTREAM_ON but encountered object instead when trying to build a database project for Azure Synapse SQL pool,1659125638.0,73692388.0,,
"['azure', 'azure-synapse', 'azure-data-factory']","{'account_id': 24425925, 'reputation': 183, 'user_id': 18351519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc4806aac8a59c65c3ca28b80f41bf76?s=256&d=identicon&r=PG', 'display_name': 'AzUser1', 'link': 'https://stackoverflow.com/users/18351519/azuser1'}",False,430,1,0,1658159412,1657801257,72980409,CC BY-SA 4.0,https://stackoverflow.com/questions/72980409/copy-data-from-self-hosted-integration-runtime-to-azure-data-lake,Copy data from self-hosted Integration runtime to azure data lake?,1658159412.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'azure-data-lake-gen2']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",False,639,1,0,1658324065,1657786275,72977272,CC BY-SA 4.0,https://stackoverflow.com/questions/72977272/i-want-to-use-part-of-the-source-file-name-as-the-file-name-in-the-sink-folder,I want to use part of the source file name as the file name in the sink folder. &quot;Azure Synapse Analytics&quot;,1658320727.0,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 9965131, 'reputation': 21, 'user_id': 7373063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f370ebc0e081e02e9b008f4689ebce72?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'Scott77', 'link': 'https://stackoverflow.com/users/7373063/scott77'}",False,545,1,0,1657798332,1657770145,72974942,CC BY-SA 4.0,https://stackoverflow.com/questions/72974942/how-to-copy-data-from-adf-to-synapse-with-special-character%c3%83-in-one-of-the-f,How to copy data from ADF to Synapse with special character(&quot;&#195;&quot;) in one of the fields without errors or record rejection,,,,
"['sql', 'sql-server', 'azure-synapse']","{'account_id': 11340308, 'reputation': 1952, 'user_id': 8314628, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5dfca793a454b8d718bb5eadef24d0d9?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'user8314628', 'link': 'https://stackoverflow.com/users/8314628/user8314628'}",True,100,1,0,1657767901,1657767454,72974700,CC BY-SA 4.0,https://stackoverflow.com/questions/72974700/sql-how-to-remove-the-last-character-of-a-string-if-it-is-not-numeric,SQL how to remove the last character of a string if it is not numeric?,,72974741.0,,
"['azure', 'sharepoint', 'azure-synapse', 'dynamic-parallelism']","{'account_id': 25752167, 'reputation': 37, 'user_id': 19504539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucp3krfOKuHYNBXjKgfrCX65DPAevWBnN3BeqBdj=k-s256', 'display_name': 'CuteeeeRabbit', 'link': 'https://stackoverflow.com/users/19504539/cuteeeerabbit'}",False,1021,1,0,1657775490,1657758329,72973997,CC BY-SA 4.0,https://stackoverflow.com/questions/72973997/can-i-copy-files-from-sharepoint-to-azure-blob-storage-using-dynamic-file-path,Can I copy files from Sharepoint to Azure Blob Storage using dynamic file path?,1657775490.0,,,
"['azure', 'azure-data-factory', 'azure-synapse']","{'account_id': 24671616, 'reputation': 1, 'user_id': 18566565, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dfef66a45b57c495c95ac9d25b04b4d2?s=256&d=identicon&r=PG', 'display_name': 'JakeerS', 'link': 'https://stackoverflow.com/users/18566565/jakeers'}",False,576,1,0,1657885708,1657726836,72969024,CC BY-SA 4.0,https://stackoverflow.com/questions/72969024/invoking-web-activity-failed-with-httpstatuscode-404-notfound-azure-syna,Invoking Web Activity failed with HttpStatusCode - &#39;404 : NotFound&#39; + Azure Synapse Analytics,1657885708.0,,,
"['python', 'apache-spark', 'pyspark', 'parallel-processing', 'azure-synapse']","{'account_id': 15460639, 'reputation': 145, 'user_id': 11153420, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-K2AjIF9VNwY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdRnmSDOrovf5_AiHnWIA7uitQ7oA/mo/photo.jpg?sz=256', 'display_name': 'Quynh-Mai Chu', 'link': 'https://stackoverflow.com/users/11153420/quynh-mai-chu'}",False,1165,1,0,1659525917,1657726258,72968885,CC BY-SA 4.0,https://stackoverflow.com/questions/72968885/org-apache-spark-sparkexception-job-aborted-due-to-stage-failure-task-1-in-sta,org.apache.spark.SparkException: Job aborted due to stage failure: Task 1 in stage 29.0 failed 4 times in Synapse,,,,
['azure-synapse'],"{'account_id': 13403564, 'reputation': 21, 'user_id': 9672276, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-y4oKDtup8e8/AAAAAAAAAAI/AAAAAAAAMZw/UA3zu0_PVTc/photo.jpg?sz=256', 'display_name': 'Amzad', 'link': 'https://stackoverflow.com/users/9672276/amzad'}",False,430,0,2,1658165000,1657724567,72968473,CC BY-SA 4.0,https://stackoverflow.com/questions/72968473/i-keep-getting-a-failure-to-send-request-to-livy-due-to-exception,I keep getting a &quot;Failure to send request to Livy due to exception&quot;,1658165000.0,,,
"['sql', 'azure', 'loops', 'common-table-expression', 'azure-synapse']","{'account_id': 25800166, 'reputation': 11, 'user_id': 19542729, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkOLUF7p6zXsl1VyCshDPiPwKwURd_QbDYnNhMz=k-s256', 'display_name': 'AnalyticsLover', 'link': 'https://stackoverflow.com/users/19542729/analyticslover'}",False,261,0,1,1663173784,1657722991,72968105,CC BY-SA 4.0,https://stackoverflow.com/questions/72968105/azure-synapse-sql-alternative-for-recursive-cte,Azure Synapse SQL - alternative for recursive CTE,1663173784.0,,,
"['pagination', 'analytics', 'azure-synapse', 'airtable']","{'account_id': 3236292, 'reputation': 886, 'user_id': 2730420, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e108611df71958078e240ac2fd8fdcf?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'beaudet', 'link': 'https://stackoverflow.com/users/2730420/beaudet'}",True,251,1,0,1663173791,1657654659,72957541,CC BY-SA 4.0,https://stackoverflow.com/questions/72957541/how-can-i-import-all-records-from-an-airtable-table-using-an-azure-synapse-analy,How can I import all records from an Airtable table using an Azure Synapse Analytics pipeline rather than just retrieving the first 100?,1663173791.0,,,
"['azure', 'azure-data-factory', 'azure-synapse', 'incremental-load']","{'account_id': 25788921, 'reputation': 5, 'user_id': 19533286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02ef4b9ee56f4c04c18737dc4416b79f?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'ciufy13', 'link': 'https://stackoverflow.com/users/19533286/ciufy13'}",True,743,1,0,1663174007,1657619436,72950336,CC BY-SA 4.0,https://stackoverflow.com/questions/72950336/azure-synapse-pipelines-copy-data-incremental-load-without-table,Azure Synapse - Pipelines - Copy Data - incremental load without table,1663174007.0,72951207.0,,
"['pyspark', 'azure-synapse', 'spark-notebook']","{'account_id': 25787484, 'reputation': 1, 'user_id': 19532033, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucplU5_U6_nBzyINatNWo0kEQKWpJ9FE78lHAU2c4g=k-s256', 'display_name': 'Mamatha Anu', 'link': 'https://stackoverflow.com/users/19532033/mamatha-anu'}",True,1566,2,0,1659704503,1657609955,72948367,CC BY-SA 4.0,https://stackoverflow.com/questions/72948367/py4jjavaerror-an-error-occurred-while-calling-o771-save-azure-synapse-analytic,Py4JJavaError: An error occurred while calling o771.save. Azure Synapse Analytics Notebook,1657615448.0,,,
"['azure-synapse', 'azure-private-link']","{'account_id': 6542014, 'reputation': 239, 'user_id': 5059173, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/af0dfe3fd778698c9f53ab119ef9ebf3?s=256&d=identicon&r=PG&f=y&so-version=2', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/5059173/john'}",False,144,0,1,1657584830,1657584830,72945828,CC BY-SA 4.0,https://stackoverflow.com/questions/72945828/how-to-deploy-a-managed-private-endpoint-via-arm-template,How to deploy a Managed Private Endpoint via ARM template?,,,,
